,자치구별(2),시점,연령별(2),남자,여자
1409,강서구,2019,85세이상,288,1205
1410,강서구,2020,20세미만,133,203
1411,강서구,2020,20~24세,1151,3291
1412,강서구,2020,25~29세,6280,9363
1413,강서구,2020,30~34세,7192,5985
1414,강서구,2020,35~39세,5171,3727
1415,강서구,2020,40~44세,3340,2579
1416,강서구,2020,45~49세,3104,2229
1417,강서구,2020,50~54세,2728,2047
1418,강서구,2020,55~59세,2595,2485
1419,강서구,2020,60~64세,2617,3658
1420,강서구,2020,65~69세,1891,3251
1421,강서구,2020,70~74세,1379,2722
1422,강서구,2020,75~79세,787,2351
1423,강서구,2020,80~84세,457,1769
1424,강서구,2020,85세이상,313,1374
1425,강서구,2021,20세미만,103,149
1426,강서구,2021,20~24세,1244,3510
1427,강서구,2021,25~29세,7020,10640
1428,강서구,2021,30~34세,8262,7109
1429,강서구,2021,35~39세,5331,4082
1430,강서구,2021,40~44세,3701,2806
1431,강서구,2021,45~49세,3176,2332
1432,강서구,2021,50~54세,2963,2158
1433,강서구,2021,55~59세,2621,2497
1434,강서구,2021,60~64세,2755,3854
1435,강서구,2021,65~69세,2279,3744
1436,강서구,2021,70~74세,1449,2907
1437,강서구,2021,75~79세,921,2436
1438,강서구,2021,80~84세,531,1997
1439,강서구,2021,85세이상,340,1519
1440,구로구,2016,20세미만,109,134
1441,구로구,2016,20~24세,721,1496
1442,구로구,2016,25~29세,2616,3048
1443,구로구,2016,30~34세,3523,2244
1444,구로구,2016,35~39세,2611,1564
1445,구로구,2016,40~44세,2330,1264
1446,구로구,2016,45~49세,2223,1186
1447,구로구,2016,50~54세,1900,1173
1448,구로구,2016,55~59세,1686,1566
1449,구로구,2016,60~64세,1262,1640
1450,구로구,2016,65~69세,908,1554
1451,구로구,2016,70~74세,607,1430
1452,구로구,2016,75~79세,371,1287
1453,구로구,2016,80~84세,176,877
1454,구로구,2016,85세이상,85,464
1455,구로구,2017,20세미만,100,103
1456,구로구,2017,20~24세,690,1423
1457,구로구,2017,25~29세,2673,3034
1458,구로구,2017,30~34세,3263,2252
1459,구로구,2017,35~39세,2651,1672
1460,구로구,2017,40~44세,2176,1327
1461,구로구,2017,45~49세,2282,1245
1462,구로구,2017,50~54세,1909,1149
1463,구로구,2017,55~59세,1853,1663
1464,구로구,2017,60~64세,1378,1775
1465,구로구,2017,65~69세,971,1552
1466,구로구,2017,70~74세,654,1501
1467,구로구,2017,75~79세,441,1445
1468,구로구,2017,80~84세,220,957
1469,구로구,2017,85세이상,105,520
1470,구로구,2018,20세미만,92,144
1471,구로구,2018,20~24세,704,1480
1472,구로구,2018,25~29세,2873,3263
1473,구로구,2018,30~34세,3213,2212
1474,구로구,2018,35~39세,2638,1650
1475,구로구,2018,40~44세,2058,1266
1476,구로구,2018,45~49세,2329,1294
1477,구로구,2018,50~54세,1943,1097
1478,구로구,2018,55~59세,1905,1623
1479,구로구,2018,60~64세,1534,1872
1480,구로구,2018,65~69세,977,1652
1481,구로구,2018,70~74세,752,1576
1482,구로구,2018,75~79세,475,1495
1483,구로구,2018,80~84세,268,1043
1484,구로구,2018,85세이상,126,597
1485,구로구,2019,20세미만,106,126
1486,구로구,2019,20~24세,824,1785
1487,구로구,2019,25~29세,3360,3824
1488,구로구,2019,30~34세,3472,2485
1489,구로구,2019,35~39세,2693,1731
1490,구로구,2019,40~44세,2068,1249
1491,구로구,2019,45~49세,2328,1359
1492,구로구,2019,50~54세,2083,1200
1493,구로구,2019,55~59세,1971,1582
1494,구로구,2019,60~64세,1659,2040
1495,구로구,2019,65~69세,1070,1763
1496,구로구,2019,70~74세,849,1767
1497,구로구,2019,75~79세,525,1541
1498,구로구,2019,80~84세,301,1165
1499,구로구,2019,85세이상,146,668
1500,구로구,2020,20세미만,120,112
1501,구로구,2020,20~24세,877,1798
1502,구로구,2020,25~29세,3599,4072
1503,구로구,2020,30~34세,3838,2769
1504,구로구,2020,35~39세,2807,1824
1505,구로구,2020,40~44세,2083,1374
1506,구로구,2020,45~49세,2407,1405
1507,구로구,2020,50~54세,2206,1241
1508,구로구,2020,55~59세,2124,1544
1509,구로구,2020,60~64세,1808,2144
1510,구로구,2020,65~69세,1221,2050
1511,구로구,2020,70~74세,879,1906
1512,구로구,2020,75~79세,584,1603
1513,구로구,2020,80~84세,346,1264
1514,구로구,2020,85세이상,186,780
1515,구로구,2021,20세미만,79,105
1516,구로구,2021,20~24세,920,1954
1517,구로구,2021,25~29세,4008,4480
1518,구로구,2021,30~34세,4378,3139
1519,구로구,2021,35~39세,2926,1911
1520,구로구,2021,40~44세,2232,1425
1521,구로구,2021,45~49세,2343,1405
1522,구로구,2021,50~54세,2359,1316
1523,구로구,2021,55~59세,2191,1574
1524,구로구,2021,60~64세,1992,2273
1525,구로구,2021,65~69세,1444,2284
1526,구로구,2021,70~74세,978,2011
1527,구로구,2021,75~79세,654,1719
1528,구로구,2021,80~84세,389,1363
1529,구로구,2021,85세이상,228,900
1530,금천구,2016,20세미만,42,56
1531,금천구,2016,20~24세,473,816
1532,금천구,2016,25~29세,2401,1657
1533,금천구,2016,30~34세,2682,1249
1534,금천구,2016,35~39세,1834,832
1535,금천구,2016,40~44세,1719,884
1536,금천구,2016,45~49세,1952,943
1537,금천구,2016,50~54세,2028,1072
1538,금천구,2016,55~59세,1631,1258
1539,금천구,2016,60~64세,1186,1236
1540,금천구,2016,65~69세,729,1066
1541,금천구,2016,70~74세,489,1040
1542,금천구,2016,75~79세,325,939
1543,금천구,2016,80~84세,154,585
1544,금천구,2016,85세이상,76,374
1545,금천구,2017,20세미만,47,55
1546,금천구,2017,20~24세,494,873
1547,금천구,2017,25~29세,2457,1859
1548,금천구,2017,30~34세,2778,1314
1549,금천구,2017,35~39세,1904,928
1550,금천구,2017,40~44세,1624,819
1551,금천구,2017,45~49세,2005,966
1552,금천구,2017,50~54세,1939,1026
1553,금천구,2017,55~59세,1871,1315
1554,금천구,2017,60~64세,1279,1333
1555,금천구,2017,65~69세,787,1163
1556,금천구,2017,70~74세,522,1025
1557,금천구,2017,75~79세,354,1014
1558,금천구,2017,80~84세,169,598
1559,금천구,2017,85세이상,75,335
1560,금천구,2018,20세미만,47,57
1561,금천구,2018,20~24세,529,1023
1562,금천구,2018,25~29세,2870,2235
1563,금천구,2018,30~34세,2761,1370
1564,금천구,2018,35~39세,2087,988
1565,금천구,2018,40~44세,1552,830
1566,금천구,2018,45~49세,1899,938
1567,금천구,2018,50~54세,1924,1003
1568,금천구,2018,55~59세,1952,1305
1569,금천구,2018,60~64세,1413,1374
1570,금천구,2018,65~69세,855,1224
1571,금천구,2018,70~74세,547,1077
1572,금천구,2018,75~79세,372,1078
1573,금천구,2018,80~84세,193,622
1574,금천구,2018,85세이상,78,361
1575,금천구,2019,20세미만,55,83
1576,금천구,2019,20~24세,644,1237
1577,금천구,2019,25~29세,3358,2762
1578,금천구,2019,30~34세,3168,1622
1579,금천구,2019,35~39세,2289,1081
1580,금천구,2019,40~44세,1523,803
1581,금천구,2019,45~49세,1892,995
1582,금천구,2019,50~54세,1933,1033
1583,금천구,2019,55~59세,2037,1302
1584,금천구,2019,60~64세,1542,1506
1585,금천구,2019,65~69세,906,1280
1586,금천구,2019,70~74세,619,1143
1587,금천구,2019,75~79세,409,1122
1588,금천구,2019,80~84세,220,703
1589,금천구,2019,85세이상,104,407
1590,금천구,2020,20세미만,53,86
1591,금천구,2020,20~24세,734,1554
1592,금천구,2020,25~29세,3891,3627
1593,금천구,2020,30~34세,3726,1992
1594,금천구,2020,35~39세,2382,1233
1595,금천구,2020,40~44세,1684,923
1596,금천구,2020,45~49세,1877,965
1597,금천구,2020,50~54세,2076,1102
1598,금천구,2020,55~59세,2129,1298
1599,금천구,2020,60~64세,1776,1607
1600,금천구,2020,65~69세,1034,1436
1601,금천구,2020,70~74세,711,1246
1602,금천구,2020,75~79세,407,1158
1603,금천구,2020,80~84세,241,765
1604,금천구,2020,85세이상,126,495
1605,금천구,2021,20세미만,37,79
1606,금천구,2021,20~24세,796,1716
1607,금천구,2021,25~29세,4461,4452
1608,금천구,2021,30~34세,4262,2467
1609,금천구,2021,35~39세,2632,1343
1610,금천구,2021,40~44세,1893,966
1611,금천구,2021,45~49세,1819,986
1612,금천구,2021,50~54세,2130,1151
1613,금천구,2021,55~59세,2215,1330
1614,금천구,2021,60~64세,1994,1719
1615,금천구,2021,65~69세,1231,1593
1616,금천구,2021,70~74세,764,1342
1617,금천구,2021,75~79세,462,1136
1618,금천구,2021,80~84세,291,869
1619,금천구,2021,85세이상,146,545
1620,영등포구,2016,20세미만,107,116
1621,영등포구,2016,20~24세,805,1841
1622,영등포구,2016,25~29세,3935,4482
1623,영등포구,2016,30~34세,4715,3189
1624,영등포구,2016,35~39세,2794,1883
1625,영등포구,2016,40~44세,2399,1469
1626,영등포구,2016,45~49세,2441,1325
1627,영등포구,2016,50~54세,2212,1269
1628,영등포구,2016,55~59세,1880,1547
1629,영등포구,2016,60~64세,1417,1478
1630,영등포구,2016,65~69세,986,1509
1631,영등포구,2016,70~74세,635,1429
1632,영등포구,2016,75~79세,415,1351
1633,영등포구,2016,80~84세,214,936
1634,영등포구,2016,85세이상,105,569
1635,영등포구,2017,20세미만,83,112
1636,영등포구,2017,20~24세,874,1902
1637,영등포구,2017,25~29세,4271,4667
1638,영등포구,2017,30~34세,4768,3320
1639,영등포구,2017,35~39세,3013,2037
1640,영등포구,2017,40~44세,2295,1540
1641,영등포구,2017,45~49세,2506,1360
1642,영등포구,2017,50~54세,2098,1247
1643,영등포구,2017,55~59세,2015,1544
1644,영등포구,2017,60~64세,1469,1553
1645,영등포구,2017,65~69세,1062,1495
1646,영등포구,2017,70~74세,637,1398
1647,영등포구,2017,75~79세,498,1403
1648,영등포구,2017,80~84세,237,1034
1649,영등포구,2017,85세이상,127,586
1650,영등포구,2018,20세미만,82,104
1651,영등포구,2018,20~24세,847,2072
1652,영등포구,2018,25~29세,4860,5194
1653,영등포구,2018,30~34세,4995,3552
1654,영등포구,2018,35~39세,3299,2213
1655,영등포구,2018,40~44세,2188,1468
1656,영등포구,2018,45~49세,2438,1456
1657,영등포구,2018,50~54세,2088,1176
1658,영등포구,2018,55~59세,2070,1468
1659,영등포구,2018,60~64세,1585,1644
1660,영등포구,2018,65~69세,1037,1480
1661,영등포구,2018,70~74세,726,1422
1662,영등포구,2018,75~79세,491,1442
1663,영등포구,2018,80~84세,251,1035
1664,영등포구,2018,85세이상,133,661
1665,영등포구,2019,20세미만,112,139
1666,영등포구,2019,20~24세,939,2338
1667,영등포구,2019,25~29세,5503,6251
1668,영등포구,2019,30~34세,5639,3999
1669,영등포구,2019,35~39세,3504,2403
1670,영등포구,2019,40~44세,2234,1547
1671,영등포구,2019,45~49세,2456,1482
1672,영등포구,2019,50~54세,2122,1176
1673,영등포구,2019,55~59세,2171,1433
1674,영등포구,2019,60~64세,1748,1759
1675,영등포구,2019,65~69세,1112,1522
1676,영등포구,2019,70~74세,828,1524
1677,영등포구,2019,75~79세,495,1519
1678,영등포구,2019,80~84세,288,1090
1679,영등포구,2019,85세이상,146,735
1680,영등포구,2020,20세미만,73,116
1681,영등포구,2020,20~24세,1061,2561
1682,영등포구,2020,25~29세,6199,7219
1683,영등포구,2020,30~34세,6492,4582
1684,영등포구,2020,35~39세,3717,2633
1685,영등포구,2020,40~44세,2444,1700
1686,영등포구,2020,45~49세,2506,1560
1687,영등포구,2020,50~54세,2312,1271
1688,영등포구,2020,55~59세,2254,1420
1689,영등포구,2020,60~64세,1947,1897
1690,영등포구,2020,65~69세,1230,1725
1691,영등포구,2020,70~74세,877,1636
1692,영등포구,2020,75~79세,522,1526
1693,영등포구,2020,80~84세,284,1213
1694,영등포구,2020,85세이상,181,842
1695,영등포구,2021,20세미만,63,102
1696,영등포구,2021,20~24세,1095,2838
1697,영등포구,2021,25~29세,6784,8204
1698,영등포구,2021,30~34세,7135,5354
1699,영등포구,2021,35~39세,4133,2903
1700,영등포구,2021,40~44세,2666,1869
1701,영등포구,2021,45~49세,2466,1559
1702,영등포구,2021,50~54세,2491,1431
1703,영등포구,2021,55~59세,2292,1459
1704,영등포구,2021,60~64세,2111,2006
1705,영등포구,2021,65~69세,1474,1907
1706,영등포구,2021,70~74세,916,1756
1707,영등포구,2021,75~79세,574,1529
1708,영등포구,2021,80~84세,313,1253
1709,영등포구,2021,85세이상,223,900
1710,동작구,2016,20세미만,539,601
1711,동작구,2016,20~24세,3037,3723
1712,동작구,2016,25~29세,5674,4895
1713,동작구,2016,30~34세,4570,3408
1714,동작구,2016,35~39세,2770,1895
1715,동작구,2016,40~44세,2159,1470
1716,동작구,2016,45~49세,1796,1263
1717,동작구,2016,50~54세,1434,1090
1718,동작구,2016,55~59세,1273,1478
1719,동작구,2016,60~64세,898,1499
1720,동작구,2016,65~69세,681,1534
1721,동작구,2016,70~74세,497,1463
1722,동작구,2016,75~79세,344,1288
1723,동작구,2016,80~84세,179,868
1724,동작구,2016,85세이상,109,519
1725,동작구,2017,20세미만,533,618
1726,동작구,2017,20~24세,3044,3928
1727,동작구,2017,25~29세,5844,5061
1728,동작구,2017,30~34세,4489,3343
1729,동작구,2017,35~39세,2811,2023
1730,동작구,2017,40~44세,2046,1444
1731,동작구,2017,45~49세,1901,1293
1732,동작구,2017,50~54세,1443,1074
1733,동작구,2017,55~59세,1374,1477
1734,동작구,2017,60~64세,991,1621
1735,동작구,2017,65~69세,695,1627
1736,동작구,2017,70~74세,521,1523
1737,동작구,2017,75~79세,387,1453
1738,동작구,2017,80~84세,199,934
1739,동작구,2017,85세이상,111,547
1740,동작구,2018,20세미만,499,609
1741,동작구,2018,20~24세,3235,4365
1742,동작구,2018,25~29세,6381,5499
1743,동작구,2018,30~34세,4428,3370
1744,동작구,2018,35~39세,2955,2120
1745,동작구,2018,40~44세,1944,1413
1746,동작구,2018,45~49세,1926,1368
1747,동작구,2018,50~54세,1466,1067
1748,동작구,2018,55~59세,1408,1481
1749,동작구,2018,60~64세,1134,1751
1750,동작구,2018,65~69세,712,1653
1751,동작구,2018,70~74세,573,1645
1752,동작구,2018,75~79세,433,1481
1753,동작구,2018,80~84세,229,1023
1754,동작구,2018,85세이상,129,575
1755,동작구,2019,20세미만,385,506
1756,동작구,2019,20~24세,3158,4679
1757,동작구,2019,25~29세,6917,6339
1758,동작구,2019,30~34세,4772,3557
1759,동작구,2019,35~39세,3018,2210
1760,동작구,2019,40~44세,1999,1397
1761,동작구,2019,45~49세,1982,1343
1762,동작구,2019,50~54세,1576,1199
1763,동작구,2019,55~59세,1458,1346
1764,동작구,2019,60~64세,1186,1874
1765,동작구,2019,65~69세,833,1742
1766,동작구,2019,70~74세,613,1783
1767,동작구,2019,75~79세,441,1542
1768,동작구,2019,80~84세,264,1119
1769,동작구,2019,85세이상,144,706
1770,동작구,2020,20세미만,631,630
1771,동작구,2020,20~24세,3330,5262
1772,동작구,2020,25~29세,7114,7039
1773,동작구,2020,30~34세,5229,3902
1774,동작구,2020,35~39세,3037,2209
1775,동작구,2020,40~44세,2084,1522
1776,동작구,2020,45~49세,1947,1375
1777,동작구,2020,50~54세,1605,1244
1778,동작구,2020,55~59세,1470,1304
1779,동작구,2020,60~64세,1333,1911
1780,동작구,2020,65~69세,938,1875
1781,동작구,2020,70~74세,661,1924
1782,동작구,2020,75~79세,471,1584
1783,동작구,2020,80~84세,295,1193
1784,동작구,2020,85세이상,182,800
1785,동작구,2021,20세미만,399,544
1786,동작구,2021,20~24세,3533,5338
1787,동작구,2021,25~29세,7584,7602
1788,동작구,2021,30~34세,5847,4394
1789,동작구,2021,35~39세,3121,2341
1790,동작구,2021,40~44세,2293,1600
1791,동작구,2021,45~49세,1976,1387
1792,동작구,2021,50~54세,1751,1339
1793,동작구,2021,55~59세,1521,1352
1794,동작구,2021,60~64세,1467,2034
1795,동작구,2021,65~69세,1076,2084
1796,동작구,2021,70~74세,724,1990
1797,동작구,2021,75~79세,497,1697
1798,동작구,2021,80~84세,332,1311
1799,동작구,2021,85세이상,224,873
1800,관악구,2016,20세미만,539,514
1801,관악구,2016,20~24세,5349,6964
1802,관악구,2016,25~29세,13971,11811
1803,관악구,2016,30~34세,11369,7056
1804,관악구,2016,35~39세,6321,3705
1805,관악구,2016,40~44세,4768,2351
1806,관악구,2016,45~49세,3756,1917
1807,관악구,2016,50~54세,2889,1746
1808,관악구,2016,55~59세,2340,2287
1809,관악구,2016,60~64세,1686,2300
1810,관악구,2016,65~69세,1130,2164
1811,관악구,2016,70~74세,800,2036
1812,관악구,2016,75~79세,530,1731
1813,관악구,2016,80~84세,254,951
1814,관악구,2016,85세이상,97,640
1815,관악구,2017,20세미만,546,556
1816,관악구,2017,20~24세,5143,7359
1817,관악구,2017,25~29세,14922,12378
1818,관악구,2017,30~34세,11176,7023
1819,관악구,2017,35~39세,6542,3921
1820,관악구,2017,40~44세,4479,2354
1821,관악구,2017,45~49세,3944,1981
1822,관악구,2017,50~54세,2892,1728
1823,관악구,2017,55~59세,2514,2269
1824,관악구,2017,60~64세,1813,2410
1825,관악구,2017,65~69세,1250,2158
1826,관악구,2017,70~74세,835,2052
1827,관악구,2017,75~79세,598,1917
1828,관악구,2017,80~84세,290,1050
1829,관악구,2017,85세이상,134,631
1830,관악구,2018,20세미만,490,558
1831,관악구,2018,20~24세,5417,8438
1832,관악구,2018,25~29세,16273,13906
1833,관악구,2018,30~34세,11355,7294
1834,관악구,2018,35~39세,6662,4142
1835,관악구,2018,40~44세,4222,2285
1836,관악구,2018,45~49세,4026,2028
1837,관악구,2018,50~54세,3108,1667
1838,관악구,2018,55~59세,2594,2230
1839,관악구,2018,60~64세,2033,2502
1840,관악구,2018,65~69세,1242,2191
1841,관악구,2018,70~74세,947,2197
1842,관악구,2018,75~79세,618,2016
1843,관악구,2018,80~84세,316,1160
1844,관악구,2018,85세이상,142,674
1845,관악구,2019,20세미만,466,557
1846,관악구,2019,20~24세,5555,9296
1847,관악구,2019,25~29세,17438,15689
1848,관악구,2019,30~34세,12185,7730
1849,관악구,2019,35~39세,6833,4151
1850,관악구,2019,40~44세,4147,2363
1851,관악구,2019,45~49세,4097,2087
1852,관악구,2019,50~54세,3217,1778
1853,관악구,2019,55~59세,2799,2131
1854,관악구,2019,60~64세,2206,2638
1855,관악구,2019,65~69세,1410,2273
1856,관악구,2019,70~74세,1069,2319
1857,관악구,2019,75~79세,645,2118
1858,관악구,2019,80~84세,366,1353
1859,관악구,2019,85세이상,167,780
1860,관악구,2020,20세미만,568,553
1861,관악구,2020,20~24세,5979,9914
1862,관악구,2020,25~29세,18870,17461
1863,관악구,2020,30~34세,13358,8444
1864,관악구,2020,35~39세,7096,4246
1865,관악구,2020,40~44세,4496,2567
1866,관악구,2020,45~49세,4202,2071
1867,관악구,2020,50~54세,3450,1895
1868,관악구,2020,55~59세,3001,2065
1869,관악구,2020,60~64세,2523,2798
1870,관악구,2020,65~69세,1658,2505
1871,관악구,2020,70~74세,1135,2418
1872,관악구,2020,75~79세,715,2199
1873,관악구,2020,80~84세,414,1532
1874,관악구,2020,85세이상,200,900
1875,관악구,2021,20세미만,328,406
1876,관악구,2021,20~24세,5856,9779
1877,관악구,2021,25~29세,20089,18900
1878,관악구,2021,30~34세,14346,9195
1879,관악구,2021,35~39세,7212,4359
1880,관악구,2021,40~44세,4918,2772
1881,관악구,2021,45~49세,4271,2040
1882,관악구,2021,50~54세,3731,2011
1883,관악구,2021,55~59세,3171,2060
1884,관악구,2021,60~64세,2785,2987
1885,관악구,2021,65~69세,1993,2787
1886,관악구,2021,70~74세,1257,2526
1887,관악구,2021,75~79세,773,2322
1888,관악구,2021,80~84세,471,1672
1889,관악구,2021,85세이상,233,1005
1890,서초구,2016,20세미만,189,313
1891,서초구,2016,20~24세,773,1591
1892,서초구,2016,25~29세,2408,3245
1893,서초구,2016,30~34세,3307,3235
1894,서초구,2016,35~39세,2441,2318
1895,서초구,2016,40~44세,1962,1667
1896,서초구,2016,45~49세,1685,1471
1897,서초구,2016,50~54세,1183,1099
1898,서초구,2016,55~59세,997,1268
1899,서초구,2016,60~64세,735,1318
1900,서초구,2016,65~69세,472,1114
1901,서초구,2016,70~74세,380,930
1902,서초구,2016,75~79세,201,813
1903,서초구,2016,80~84세,135,592
1904,서초구,2016,85세이상,79,436
1905,서초구,2017,20세미만,202,335
1906,서초구,2017,20~24세,790,1636
1907,서초구,2017,25~29세,2565,3360
1908,서초구,2017,30~34세,3187,3188
1909,서초구,2017,35~39세,2575,2430
1910,서초구,2017,40~44세,1881,1815
1911,서초구,2017,45~49세,1844,1543
1912,서초구,2017,50~54세,1187,1092
1913,서초구,2017,55~59세,1078,1253
1914,서초구,2017,60~64세,760,1406
1915,서초구,2017,65~69세,542,1163
1916,서초구,2017,70~74세,403,1056
1917,서초구,2017,75~79세,230,857
1918,서초구,2017,80~84세,143,617
1919,서초구,2017,85세이상,96,468
1920,서초구,2018,20세미만,210,294
1921,서초구,2018,20~24세,856,1661
1922,서초구,2018,25~29세,2649,3459
1923,서초구,2018,30~34세,3259,3218
1924,서초구,2018,35~39세,2661,2662
1925,서초구,2018,40~44세,1855,1777
1926,서초구,2018,45~49세,1910,1650
1927,서초구,2018,50~54세,1244,1197
1928,서초구,2018,55~59세,1081,1254
1929,서초구,2018,60~64세,883,1469
1930,서초구,2018,65~69세,547,1238
1931,서초구,2018,70~74세,395,1125
1932,서초구,2018,75~79세,271,930
1933,서초구,2018,80~84세,149,635
1934,서초구,2018,85세이상,112,486
1935,서초구,2019,20세미만,227,294
1936,서초구,2019,20~24세,851,1699
1937,서초구,2019,25~29세,2840,3608
1938,서초구,2019,30~34세,3399,3401
1939,서초구,2019,35~39세,2816,2663
1940,서초구,2019,40~44세,1809,1812
1941,서초구,2019,45~49세,1888,1702
1942,서초구,2019,50~54세,1349,1244
1943,서초구,2019,55~59세,1110,1226
1944,서초구,2019,60~64세,896,1556
1945,서초구,2019,65~69세,576,1282
1946,서초구,2019,70~74세,449,1191
1947,서초구,2019,75~79세,296,979
1948,서초구,2019,80~84세,167,662
1949,서초구,2019,85세이상,119,556
1950,서초구,2020,20세미만,208,392
1951,서초구,2020,20~24세,910,1974
1952,서초구,2020,25~29세,2861,3699
1953,서초구,2020,30~34세,3658,3529
1954,서초구,2020,35~39세,2733,2633
1955,서초구,2020,40~44세,1796,1907
1956,서초구,2020,45~49세,1776,1601
1957,서초구,2020,50~54세,1433,1264
1958,서초구,2020,55~59세,1058,1179
1959,서초구,2020,60~64세,915,1525
1960,서초구,2020,65~69세,651,1474
1961,서초구,2020,70~74세,492,1308
1962,서초구,2020,75~79세,318,1024
1963,서초구,2020,80~84세,188,715
1964,서초구,2020,85세이상,145,576
1965,서초구,2021,20세미만,113,184
1966,서초구,2021,20~24세,860,1818
1967,서초구,2021,25~29세,3019,3851
1968,서초구,2021,30~34세,3930,3805
1969,서초구,2021,35~39세,2834,2629
1970,서초구,2021,40~44세,2006,2105
1971,서초구,2021,45~49세,1760,1652
1972,서초구,2021,50~54세,1570,1381
1973,서초구,2021,55~59세,1123,1206
1974,서초구,2021,60~64세,1031,1525
1975,서초구,2021,65~69세,758,1670
1976,서초구,2021,70~74세,522,1328
1977,서초구,2021,75~79세,338,1126
1978,서초구,2021,80~84세,198,803
1979,서초구,2021,85세이상,176,612
1980,강남구,2016,20세미만,278,294
1981,강남구,2016,20~24세,1066,2224
1982,강남구,2016,25~29세,3759,5893
1983,강남구,2016,30~34세,5498,6406
1984,강남구,2016,35~39세,4046,4701
1985,강남구,2016,40~44세,2968,2969
1986,강남구,2016,45~49세,2479,2106
1987,강남구,2016,50~54세,1725,1588
1988,강남구,2016,55~59세,1365,1816
1989,강남구,2016,60~64세,997,1914
1990,강남구,2016,65~69세,772,1712
1991,강남구,2016,70~74세,568,1448
1992,강남구,2016,75~79세,331,1187
1993,강남구,2016,80~84세,167,844
1994,강남구,2016,85세이상,138,739
1995,강남구,2017,20세미만,260,279
1996,강남구,2017,20~24세,1089,2188
1997,강남구,2017,25~29세,3878,5814
1998,강남구,2017,30~34세,5240,6138
1999,강남구,2017,35~39세,4177,4803
2000,강남구,2017,40~44세,2862,3016
2001,강남구,2017,45~49세,2627,2229
2002,강남구,2017,50~54세,1717,1614
2003,강남구,2017,55~59세,1462,1786
2004,강남구,2017,60~64세,1079,2014
2005,강남구,2017,65~69세,823,1823
2006,강남구,2017,70~74세,609,1565
2007,강남구,2017,75~79세,359,1321
2008,강남구,2017,80~84세,187,920
2009,강남구,2017,85세이상,146,749
2010,강남구,2018,20세미만,178,243
2011,강남구,2018,20~24세,1006,2176
2012,강남구,2018,25~29세,4149,5833
2013,강남구,2018,30~34세,5045,5922
2014,강남구,2018,35~39세,4338,4868
2015,강남구,2018,40~44세,2869,2917
2016,강남구,2018,45~49세,2604,2201
2017,강남구,2018,50~54세,1763,1579
2018,강남구,2018,55~59세,1440,1631
2019,강남구,2018,60~64세,1107,2039
2020,강남구,2018,65~69세,791,1823
2021,강남구,2018,70~74세,668,1631
2022,강남구,2018,75~79세,378,1355
2023,강남구,2018,80~84세,210,978
2024,강남구,2018,85세이상,172,813
2025,강남구,2019,20세미만,276,331
2026,강남구,2019,20~24세,1056,2306
2027,강남구,2019,25~29세,4458,6161
2028,강남구,2019,30~34세,5312,6162
2029,강남구,2019,35~39세,4451,4935
2030,강남구,2019,40~44세,2866,3098
2031,강남구,2019,45~49세,2732,2363
2032,강남구,2019,50~54세,1866,1685
2033,강남구,2019,55~59세,1489,1650
2034,강남구,2019,60~64세,1198,2188
2035,강남구,2019,65~69세,879,1926
2036,강남구,2019,70~74세,708,1762
2037,강남구,2019,75~79세,455,1408
2038,강남구,2019,80~84세,239,1016
2039,강남구,2019,85세이상,202,895
2040,강남구,2020,20세미만,246,252
2041,강남구,2020,20~24세,1107,2483
2042,강남구,2020,25~29세,4629,6592
2043,강남구,2020,30~34세,5732,6302
2044,강남구,2020,35~39세,4449,4984
2045,강남구,2020,40~44세,3086,3287
2046,강남구,2020,45~49세,2664,2517
2047,강남구,2020,50~54세,1987,1713
2048,강남구,2020,55~59세,1525,1627
2049,강남구,2020,60~64세,1304,2178
2050,강남구,2020,65~69세,955,2106
2051,강남구,2020,70~74세,783,1914
2052,강남구,2020,75~79세,501,1560
2053,강남구,2020,80~84세,270,1073
2054,강남구,2020,85세이상,208,965
2055,강남구,2021,20세미만,181,216
2056,강남구,2021,20~24세,1055,2504
2057,강남구,2021,25~29세,4678,6549
2058,강남구,2021,30~34세,6065,6342
2059,강남구,2021,35~39세,4436,4795
2060,강남구,2021,40~44세,3425,3565
2061,강남구,2021,45~49세,2593,2613
2062,강남구,2021,50~54세,2392,1978
2063,강남구,2021,55~59세,1616,1659
2064,강남구,2021,60~64세,1470,2261
2065,강남구,2021,65~69세,1147,2438
2066,강남구,2021,70~74세,846,2026
2067,강남구,2021,75~79세,579,1747
2068,강남구,2021,80~84세,333,1176
2069,강남구,2021,85세이상,232,1069
2070,송파구,2016,20세미만,132,140
2071,송파구,2016,20~24세,805,1423
2072,송파구,2016,25~29세,2966,4028
2073,송파구,2016,30~34세,4572,4274
2074,송파구,2016,35~39세,3517,3191
2075,송파구,2016,40~44세,2850,2319
2076,송파구,2016,45~49세,2612,1967
2077,송파구,2016,50~54세,1992,1568
2078,송파구,2016,55~59세,1871,2206
2079,송파구,2016,60~64세,1312,2078
2080,송파구,2016,65~69세,880,1803
2081,송파구,2016,70~74세,621,1579
2082,송파구,2016,75~79세,375,1348
2083,송파구,2016,80~84세,188,1004
2084,송파구,2016,85세이상,140,648
2085,송파구,2017,20세미만,141,141
2086,송파구,2017,20~24세,821,1540
2087,송파구,2017,25~29세,3522,4504
2088,송파구,2017,30~34세,4843,4559
